Date,Open,High,Low,Close,Adj Close,Volume
2023-01-01,89.589996,91.050003,84.860001,87.339996,87.339996,131561900
2023-01-08,88.360001,92.190002,85.830002,92.120003,92.120003,142921000
2023-01-15,92.059998,98.300003,90.050003,98.019997,98.019997,161910600
2023-01-22,97.949997,100.320000,93.760002,99.370003,99.370003,179407400
2023-01-29,97.480003,107.849998,96.400002,104.779999,104.779999,227821100
2023-02-05,102.400002,108.180000,93.629997,94.570000,94.570000,350189000
2023-02-12,94.739998,97.680000,92.260002,94.349998,94.349998,231717900
2023-02-19,93.000000,93.099998,88.580002,89.129997,89.129997,142304800
2023-02-26,89.870003,93.730003,89.320000,93.650002,93.650002,156120000
2023-03-05,94.019997,95.970001,90.400002,90.629997,90.629997,159332600
2023-03-12,90.089996,102.839996,89.419998,101.620003,101.620003,250528400
2023-03-19,100.120003,106.589996,99.870003,105.440002,105.440002,189689200
2023-03-26,104.620003,104.760002,99.739998,103.730003,103.730003,161908000
2023-04-02,102.389999,109.169998,101.930000,108.419998,108.419998,126457500
2023-04-09,106.980003,108.940002,104.339996,108.870003,108.870003,129171100
2023-04-16,104.660004,106.540001,103.070000,105.410004,105.410004,138694200
2023-04-23,105.489998,108.370003,102.629997,107.339996,107.339996,209783500
2023-04-30,106.839996,107.989998,103.709999,105.570000,105.570000,129518900
2023-05-07,105.180000,118.029999,105.160004,117.510002,117.510002,245998700
2023-05-14,116.110001,125.970001,116.010002,122.760002,122.760002,191190500
2023-05-21,122.940002,126.430000,119.860001,124.610001,124.610001,181434800
2023-05-28,125.639999,126.150002,122.000000,124.669998,124.669998,130138300
2023-06-04,124.010002,129.039993,121.239998,122.230003,122.230003,164634500
2023-06-11,122.790001,126.110001,121.449997,123.529999,123.529999,161937300
2023-06-18,122.930000,124.570000,118.830002,122.339996,122.339996,118241300
2023-06-25,120.760002,122.000000,116.099998,119.699997,119.699997,154207800
2023-07-02,119.239998,122.610001,118.400002,119.480003,119.480003,88490500
2023-07-09,118.300003,126.779999,115.349998,125.419998,125.419998,166363100
2023-07-16,125.940002,127.099998,118.220001,120.019997,120.019997,200011300
2023-07-23,121.660004,133.740005,120.980003,132.580002,132.580002,225421100
2023-07-30,132.729996,133.529999,127.419998,128.110001,128.110001,123715100
2023-08-06,129.160004,132.050003,128.169998,129.559998,129.559998,111621400
2023-08-13,129.389999,131.990005,126.379997,127.459999,127.459999,133620000
2023-08-20,127.180000,134.250000,126.559998,129.880005,129.880005,130399500
2023-08-27,131.309998,138.000000,130.139999,135.660004,135.660004,143513100
2023-09-03,135.440002,136.660004,132.949997,136.380005,136.380005,80490200
2023-09-10,136.539993,138.699997,134.149994,137.399994,137.399994,123577800
2023-09-17,136.610001,139.160004,129.600006,130.250000,130.250000,130028500
2023-09-24,129.830002,134.050003,127.220001,130.860001,130.860001,121921000
2023-10-01,131.210007,138.160004,131.169998,137.580002,137.580002,119445500
2023-10-08,136.940002,141.220001,135.610001,137.360001,137.360001,121135000
2023-10-15,138.169998,140.720001,135.080002,135.600006,135.600006,127773900
2023-10-22,135.039993,139.360001,120.209999,122.169998,122.169998,257126000
2023-10-29,123.209999,129.529999,122.690002,129.100006,129.100006,138819500
2023-11-05,129.050003,132.800003,128.669998,132.589996,132.589996,125896900
2023-11-12,131.779999,137.220001,131.250000,135.309998,135.309998,139835300
2023-11-19,133.690002,139.419998,133.619995,136.690002,136.690002,80779000
2023-11-26,136.029999,138.419998,130.669998,131.860001,131.860001,136553200
2023-12-03,129.880005,138.559998,127.900002,134.990005,134.990005,176631900
2023-12-10,132.380005,133.720001,129.690002,132.600006,132.600006,179813200
2023-12-17,132.630005,141.990005,132.429993,141.490005,141.490005,160844900
2023-12-24,141.589996,142.679993,138.779999,139.690002,139.690002,71181800
