Date,Open,High,Low,Close,Adj Close,Volume
2023-01-01,243.080002,245.750000,219.350006,224.929993,222.953094,159562600
2023-01-08,226.449997,239.899994,226.410004,239.229996,237.127411,131675800
2023-01-15,237.970001,242.380005,230.679993,240.220001,238.108719,123872800
2023-01-22,241.100006,249.830002,230.899994,248.160004,245.978928,198648400
2023-01-29,244.509995,264.690002,242.199997,258.350006,256.079376,152686100
2023-02-05,257.440002,276.760010,254.779999,263.100006,260.787628,196239000
2023-02-12,267.640015,274.970001,256.000000,258.059998,255.791931,170204900
2023-02-19,254.479996,256.839996,248.100006,249.220001,247.648346,105098500
2023-02-26,252.460007,255.619995,245.610001,255.289993,253.680054,126814600
2023-03-05,256.429993,260.119995,247.600006,248.589996,247.022324,117910500
2023-03-12,247.399994,283.329987,245.729996,279.429993,277.667816,237284200
2023-03-19,276.980011,281.059998,269.519989,280.570007,278.800659,177681500
2023-03-26,280.500000,289.269989,272.049988,288.299988,286.481873,131625200
2023-04-02,286.519989,292.079987,282.029999,291.600006,289.761078,102542700
2023-04-09,289.209991,289.899994,281.640015,286.140015,284.335541,122993600
2023-04-16,289.929993,291.760010,283.059998,285.760010,283.957947,106069100
2023-04-23,282.089996,308.929993,275.369995,307.260010,305.322357,219891700
2023-04-30,306.970001,311.970001,303.399994,310.649994,308.690948,120760400
2023-05-07,310.130005,313.000000,306.089996,308.970001,307.021545,124175700
2023-05-14,309.100006,319.040009,307.589996,318.339996,316.332458,122187300
2023-05-21,318.600006,333.399994,312.609985,332.890015,331.513855,158230100
2023-05-28,335.230011,337.500000,324.720001,335.399994,334.013428,128091600
2023-06-04,335.220001,338.559998,322.500000,326.790009,325.439056,128213000
2023-06-11,328.579987,351.470001,325.160004,342.329987,340.914795,158648100
2023-06-18,339.309998,342.079987,332.070007,335.019989,333.635010,98134700
2023-06-25,333.720001,342.730011,328.489990,340.540009,339.132202,109955000
2023-07-02,339.190002,342.989990,334.730011,337.220001,335.825928,80027600
2023-07-09,334.600006,351.429993,327.000000,345.239990,343.812744,138354300
2023-07-16,345.679993,366.779999,339.829987,343.769989,342.348846,228116800
2023-07-23,345.850006,351.890015,329.049988,338.369995,336.971161,194819700
2023-07-30,336.920013,338.540009,325.950012,327.779999,326.424957,113500600
2023-08-06,328.369995,331.109985,319.209991,321.010010,319.682953,106898700
2023-08-13,321.390015,325.089996,311.549988,316.480011,315.171661,102503300
2023-08-20,317.929993,332.980011,317.040009,322.980011,322.325806,106273900
2023-08-27,325.660004,331.989990,321.720001,328.660004,327.994293,90657400
2023-09-03,329.000000,336.160004,328.660004,334.269989,333.592896,74000800
2023-09-10,337.239990,340.859985,329.649994,330.220001,329.551117,108627100
2023-09-17,327.799988,330.399994,315.000000,317.010010,316.367889,111754000
2023-09-24,316.589996,319.470001,309.450012,315.750000,315.110443,107367600
2023-10-01,316.279999,329.190002,311.209991,327.260010,326.597137,104934700
2023-10-08,324.750000,333.829987,323.179993,327.730011,327.066193,100897000
2023-10-15,331.049988,336.880005,325.450012,326.670013,326.008331,113714800
2023-10-22,325.470001,346.200012,324.390015,329.809998,329.141968,178267100
2023-10-29,333.410004,354.390015,331.829987,352.799988,352.085388,119224300
2023-11-05,353.450012,370.100006,353.350006,369.670013,368.921234,129319400
2023-11-12,368.220001,376.350006,365.899994,369.850006,369.100861,141869800
2023-11-19,371.220001,379.790009,371.000000,377.429993,377.429993,114410100
2023-11-26,376.779999,384.299988,371.309998,374.510010,374.510010,135170500
2023-12-03,369.100006,374.459991,362.899994,374.230011,374.230011,119574100
2023-12-10,368.480011,377.640015,364.130005,370.730011,370.730011,205258300
2023-12-17,369.450012,376.029999,368.679993,374.579987,374.579987,103522400
2023-12-24,375.000000,377.160004,372.809998,376.040009,376.040009,60628500
