Date,Open,High,Low,Close,Adj Close,Volume
2023-01-01,135.240005,138.380005,133.699997,137.940002,133.126343,41152800
2023-01-08,138.600006,143.490005,134.800003,143.009995,139.038910,57436400
2023-01-15,141.169998,141.539993,133.550003,135.080002,131.329117,54081400
2023-01-22,135.119995,141.259995,134.820007,140.320007,136.423599,41376600
2023-01-29,139.229996,142.330002,138.000000,141.089996,137.172226,48083100
2023-02-05,140.229996,144.339996,138.589996,141.039993,137.123611,38838100
2023-02-12,141.300003,143.889999,140.070007,142.240005,138.290298,39226400
2023-02-19,140.690002,141.360001,137.440002,140.929993,137.016678,38298700
2023-02-26,142.110001,143.759995,139.539993,143.660004,139.670868,48793600
2023-03-05,143.440002,144.039993,127.820000,133.649994,129.938812,94499200
2023-03-12,131.210007,135.529999,125.449997,125.809998,122.316528,169784300
2023-03-19,126.989998,131.729996,123.110001,124.910004,121.441513,96922200
2023-03-26,126.790001,130.339996,126.290001,130.309998,126.691574,69509600
2023-04-02,129.910004,131.440002,126.459999,127.470001,123.930435,41730200
2023-04-09,126.540001,139.119995,126.220001,138.729996,135.936295,88196100
2023-04-16,139.949997,141.779999,137.660004,140.539993,137.709839,61397400
2023-04-23,140.460007,141.100006,134.000000,138.240005,135.456161,51535800
2023-04-30,142.259995,143.369995,131.809998,136.740005,133.986374,75808400
2023-05-07,137.490005,138.059998,133.130005,134.100006,131.399521,40005600
2023-05-14,134.270004,140.490005,133.960007,139.179993,136.377228,51318500
2023-05-21,141.000000,141.639999,134.580002,136.940002,134.182343,46547800
2023-05-28,136.800003,141.479996,134.399994,140.470001,137.641251,46785100
2023-06-04,140.110001,141.800003,138.130005,141.009995,138.170364,41740000
2023-06-11,141.070007,143.970001,139.759995,143.259995,140.375061,47522100
2023-06-18,142.610001,144.020004,137.619995,138.850006,136.053879,38337800
2023-06-25,138.869995,146.000000,137.690002,145.440002,142.511169,53774000
2023-07-02,146.190002,147.479996,141.440002,144.339996,141.433304,35643500
2023-07-09,144.500000,152.889999,144.500000,149.770004,147.761826,69935400
2023-07-16,150.350006,156.589996,150.350006,154.949997,152.872375,63833100
2023-07-23,154.970001,158.789993,154.729996,156.910004,154.806091,52936900
2023-07-30,157.179993,159.380005,153.940002,156.020004,153.928024,36336600
2023-08-06,156.600006,157.699997,152.589996,154.449997,152.379074,33326100
2023-08-13,153.610001,154.919998,147.440002,148.970001,146.972549,40793600
2023-08-20,149.649994,150.100006,145.460007,147.050003,145.078293,39096500
2023-08-27,147.570007,149.149994,145.699997,146.820007,144.851379,36544400
2023-09-03,147.160004,148.210007,142.649994,143.830002,141.901474,31965500
2023-09-10,144.750000,149.899994,143.690002,148.809998,146.814697,53402300
2023-09-17,148.160004,150.250000,145.190002,145.729996,143.775986,36911900
2023-09-24,145.350006,148.869995,143.699997,145.020004,143.075516,42014700
2023-10-01,144.830002,145.880005,140.830002,145.100006,143.154449,45576000
2023-10-08,143.660004,153.110001,143.500000,148.000000,147.092972,66863300
2023-10-15,149.449997,149.520004,142.119995,142.949997,142.073914,58242100
2023-10-22,142.940002,143.679993,135.190002,135.690002,134.858414,53801500
2023-10-29,136.440002,143.770004,136.039993,143.000000,142.123611,48679300
2023-11-05,143.169998,146.479996,142.789993,146.429993,145.532593,37517000
2023-11-12,145.699997,152.860001,145.160004,152.820007,151.883438,40907900
2023-11-19,152.080002,154.440002,151.919998,153.539993,152.599014,22773900
2023-11-26,153.429993,157.860001,152.710007,156.839996,155.878799,40750700
2023-12-03,156.020004,159.220001,155.880005,158.520004,157.548508,43606200
2023-12-10,158.520004,165.279999,158.149994,165.229996,164.217377,64644900
2023-12-17,165.919998,169.410004,165.550003,167.399994,166.374069,43726600
2023-12-24,167.460007,170.690002,167.179993,170.100006,169.057541,23864100
